Bid,Bid_Quantity,Ask,Ask_Quantity
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:23.539941100
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:26.078909900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:26.688897900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:26.729897900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:26.764897900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:27.572890600
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:27.880885900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:28.022885900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:28.275885900
688000.0,17.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:36.003789900
688500.0,1.0,692500.0,36.0
688000.0,17.0,693000.0,61.0
687500.0,16.0,693500.0,126.0
TimeStamp,2014-02-14D08:55:42.866705900
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:44.906681900
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:46.546669000
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:52.132597900
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:52.479597900
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:57.051537900
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:55:57.534537900
688500.0,1.0,692000.0,80.0
688000.0,17.0,692500.0,36.0
687500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:56:07.064417900
688500.0,1.0,688500.0,1.0
688000.0,17.0,692000.0,80.0
687500.0,16.0,692500.0,36.0
TimeStamp,2014-02-14D08:56:19.671267100
688500.0,1.0,688500.0,1.0
688000.0,17.0,692000.0,80.0
687500.0,16.0,692500.0,36.0
TimeStamp,2014-02-14D08:56:21.892237900
688500.0,1.0,688500.0,1.0
688000.0,17.0,691000.0,5.0
687500.0,16.0,692000.0,80.0
TimeStamp,2014-02-14D08:56:31.020129900
688500.0,1.0,688500.0,1.0
688000.0,17.0,691000.0,5.0
687500.0,16.0,692000.0,80.0
TimeStamp,2014-02-14D08:56:35.374081900
